codigo_ibge,candidaturas,nome_municipio,capital,sigla_uf,feminino,masculino,prop_feminino
2510501,2,OLIVEDOS,0,PB,0,2,0
2510600,2,OURO VELHO,0,PB,1,1,0.5
2510659,2,PARARI,0,PB,0,2,0
2510709,2,PASSAGEM,0,PB,0,2,0
2510808,4,PATOS,0,PB,0,4,0
2510907,3,PAULISTA,0,PB,1,2,0.3333333333333333
2511004,2,PEDRA BRANCA,0,PB,0,2,0
2511103,4,PEDRA LAVRADA,0,PB,1,3,0.25
2511202,3,PEDRAS DE FOGO,0,PB,0,3,0
2512721,2,PEDRO RÉGIS,0,PB,1,1,0.5
2511301,4,PIANCÓ,0,PB,2,2,0.5
2511400,2,PICUÍ,0,PB,1,1,0.5
2511509,3,PILAR,0,PB,0,3,0
2511608,2,PILÕES,0,PB,1,1,0.5
2511707,2,PILÕEZINHOS,0,PB,1,1,0.5
2511806,2,PIRPIRITUBA,0,PB,0,2,0
2511905,3,PITIMBU,0,PB,0,3,0
2512002,3,POCINHOS,0,PB,1,2,0.3333333333333333
2512036,2,POÇO DANTAS,0,PB,0,2,0
2512077,2,POÇO DE JOSÉ DE MOURA,0,PB,0,2,0
2512101,3,POMBAL,0,PB,1,2,0.3333333333333333
2512200,3,PRATA,0,PB,0,3,0
2512309,3,PRINCESA ISABEL,0,PB,0,3,0
2512408,4,PUXINANÃ,0,PB,1,3,0.25
2512507,5,QUEIMADAS,0,PB,1,4,0.2
2512606,2,QUIXABA,0,PB,1,1,0.5
2512705,4,REMÍGIO,0,PB,0,4,0
2512747,2,RIACHÃO,0,PB,1,1,0.5
2512754,2,RIACHÃO DO BACAMARTE,0,PB,0,2,0
2512762,3,RIACHÃO DO POÇO,0,PB,2,1,0.6666666666666666
2512788,3,RIACHO DE SANTO ANTÔNIO,0,PB,0,3,0
2512804,2,RIACHO DOS CAVALOS,0,PB,0,2,0
2512903,6,RIO TINTO,0,PB,1,5,0.16666666666666666
2513000,2,SALGADINHO,0,PB,1,1,0.5
2513109,2,SALGADO DE SÃO FÉLIX,0,PB,0,2,0
2513158,3,SANTA CECÍLIA,0,PB,0,3,0
2513208,2,SANTA CRUZ,0,PB,0,2,0
2513307,3,SANTA HELENA,0,PB,2,1,0.6666666666666666
2513356,2,SANTA INÊS,0,PB,0,2,0
2513406,3,SANTA LUZIA,0,PB,0,3,0
2513703,10,SANTA RITA,0,PB,2,8,0.2
2513802,2,SANTA TERESINHA,0,PB,1,1,0.5
2513505,2,SANTANA DE MANGUEIRA,0,PB,1,1,0.5
2513604,2,SANTANA DOS GARROTES,0,PB,0,2,0
2513653,3,SANTARÉM,0,PB,0,3,0
2513851,3,SANTO ANDRÉ,0,PB,0,3,0
2513927,2,SÃO BENTINHO,0,PB,1,1,0.5
2513901,3,SÃO BENTO,0,PB,0,3,0
2513968,2,SÃO DOMINGOS DE POMBAL,0,PB,1,1,0.5
2513943,2,SÃO DOMINGOS DO CARIRI,0,PB,0,2,0
2513984,2,SÃO FRANCISCO,0,PB,0,2,0
2514008,2,SÃO JOÃO DO CARIRI,0,PB,0,2,0
2500700,2,SÃO JOÃO DO RIO DO PEIXE,0,PB,0,2,0
2514107,2,SÃO JOÃO DO TIGRE,0,PB,0,2,0
2514206,3,SÃO JOSÉ DA LAGOA TAPADA,0,PB,0,3,0
2514305,2,SÃO JOSÉ DE CAIANA,0,PB,0,2,0
2514404,2,SÃO JOSÉ DE ESPINHARAS,0,PB,0,2,0
2514503,4,SÃO JOSÉ DE PIRANHAS,0,PB,1,3,0.25
2514552,3,SÃO JOSÉ DE PRINCESA,0,PB,0,3,0
2514602,3,SÃO JOSÉ DO BONFIM,0,PB,0,3,0
2514651,2,SÃO JOSÉ DO BREJO DO CRUZ,0,PB,2,0,1
2514701,1,SÃO JOSÉ DO SABUGI,0,PB,0,1,0
2514800,2,SÃO JOSÉ DOS CORDEIROS,0,PB,0,2,0
2514453,2,SÃO JOSÉ DOS RAMOS,0,PB,0,2,0
2514909,2,SÃO MAMEDE,0,PB,0,2,0
2515005,3,SÃO MIGUEL DE TAIPU,0,PB,0,3,0
2515104,2,SÃO SEBASTIÃO DE LAGOA DE ROÇA,0,PB,1,1,0.5
2515203,2,SÃO SEBASTIÃO DO UMBUZEIRO,0,PB,0,2,0
2515401,3,SÃO VICENTE DO SERIDÓ,0,PB,1,2,0.3333333333333333
2515302,6,SAPÉ,0,PB,0,6,0
2515500,3,SERRA BRANCA,0,PB,0,3,0
2515609,2,SERRA DA RAIZ,0,PB,0,2,0
2515708,2,SERRA GRANDE,0,PB,0,2,0
2515807,3,SERRA REDONDA,0,PB,0,3,0
2515906,2,SERRARIA,0,PB,0,2,0
2515930,2,SERTÃOZINHO,0,PB,0,2,0
2515971,3,SOBRADO,0,PB,0,3,0
2516003,6,SOLÂNEA,0,PB,1,5,0.16666666666666666
2516102,5,SOLEDADE,0,PB,0,5,0
2516151,2,SOSSÊGO,0,PB,1,1,0.5
2516201,5,SOUSA,0,PB,0,5,0
2516300,3,SUMÉ,0,PB,0,3,0
2516409,3,TACIMA,0,PB,0,3,0
2516508,3,TAPEROÁ,0,PB,0,3,0
2516607,2,TAVARES,0,PB,0,2,0
2516706,5,TEIXEIRA,0,PB,0,5,0
2516755,2,TENÓRIO,0,PB,0,2,0
2516805,2,TRIUNFO,0,PB,0,2,0
2516904,2,UIRAÚNA,0,PB,1,1,0.5
2517001,3,UMBUZEIRO,0,PB,0,3,0
2517100,2,VÁRZEA,0,PB,0,2,0
2517209,2,VIEIRÓPOLIS,0,PB,0,2,0
2505501,2,VISTA SERRANA,0,PB,0,2,0
2517407,2,ZABELÊ,0,PB,0,2,0
2600054,6,ABREU E LIMA,0,PE,2,4,0.3333333333333333
2600104,3,AFOGADOS DA INGAZEIRA,0,PE,0,3,0
2600203,2,AFRÂNIO,0,PE,0,2,0
2600302,3,AGRESTINA,0,PE,1,2,0.3333333333333333
2600401,4,ÁGUA PRETA,0,PE,1,3,0.25
2600500,7,ÁGUAS BELAS,0,PE,1,6,0.14285714285714285
2600609,1,ALAGOINHA,0,PE,0,1,0
2600708,2,ALIANÇA,0,PE,0,2,0
2600807,2,ALTINHO,0,PE,1,1,0.5
2600906,4,AMARAJI,0,PE,1,3,0.25
2601003,3,ANGELIM,0,PE,0,3,0
2601052,3,ARAÇOIABA,0,PE,0,3,0
2601102,2,ARARIPINA,0,PE,0,2,0
2601201,4,ARCOVERDE,0,PE,1,3,0.25
2601300,3,BARRA DE GUABIRABA,0,PE,1,2,0.3333333333333333
2601409,7,BARREIROS,0,PE,2,5,0.2857142857142857
2601508,4,BELÉM DE MARIA,0,PE,0,4,0
2601607,3,BELÉM DE SÃO FRANCISCO,0,PE,0,3,0
2601706,6,BELO JARDIM,0,PE,1,5,0.16666666666666666
2601805,4,BETÂNIA,0,PE,0,4,0
2601904,4,BEZERROS,0,PE,1,3,0.25
2602001,2,BODOCÓ,0,PE,0,2,0
2602100,5,BOM CONSELHO,0,PE,0,5,0
2602209,4,BOM JARDIM,0,PE,0,4,0
2602308,2,BONITO,0,PE,0,2,0
2602407,2,BREJÃO,0,PE,1,1,0.5
2602506,2,BREJINHO,0,PE,0,2,0
2602605,5,BREJO DA MADRE DE DEUS,0,PE,0,5,0
2602704,2,BUENOS AIRES,0,PE,0,2,0
2602803,3,BUÍQUE,0,PE,1,2,0.3333333333333333
2602902,11,CABO DE SANTO AGOSTINHO,0,PE,0,11,0
2603009,3,CABROBÓ,0,PE,0,3,0
2603108,2,CACHOEIRINHA,0,PE,0,2,0
2603207,2,CAETÉS,0,PE,0,2,0
2603306,2,CALÇADO,0,PE,0,2,0
2603405,2,CALUMBI,0,PE,1,1,0.5
2603454,5,CAMARAGIBE,0,PE,1,4,0.2
2603504,4,CAMOCIM DE SÃO FÉLIX,0,PE,1,3,0.25
2603603,3,CAMUTANGA,0,PE,1,2,0.3333333333333333
2603702,2,CANHOTINHO,0,PE,1,1,0.5
2603801,5,CAPOEIRAS,0,PE,0,5,0
2603900,2,CARNAÍBA,0,PE,0,2,0
2603926,2,CARNAUBEIRA DA PENHA,0,PE,0,2,0
2604007,4,CARPINA,0,PE,0,4,0
2604106,6,CARUARU,0,PE,1,5,0.16666666666666666
2604155,4,CASINHAS,0,PE,1,3,0.25
2604205,6,CATENDE,0,PE,1,5,0.16666666666666666
2604304,2,CEDRO,0,PE,2,0,1
2604403,2,CHÃ DE ALEGRIA,0,PE,0,2,0
2604502,3,CHÃ GRANDE,0,PE,0,3,0
2604601,4,CONDADO,0,PE,1,3,0.25
2604700,2,CORRENTES,0,PE,0,2,0
2604809,4,CORTÊS,0,PE,1,3,0.25
2604908,3,CUMARU,0,PE,2,1,0.6666666666666666
2605004,3,CUPIRA,0,PE,0,3,0
2605103,2,CUSTÓDIA,0,PE,0,2,0
2605152,2,DORMENTES,0,PE,1,1,0.5
2605202,6,ESCADA,0,PE,1,5,0.16666666666666666
2605301,2,EXU,0,PE,0,2,0
2605400,2,FEIRA NOVA,0,PE,1,1,0.5
2605509,2,FERREIROS,0,PE,0,2,0
2605608,3,FLORES,0,PE,0,3,0
2605707,3,FLORESTA,0,PE,1,2,0.3333333333333333
2605806,3,FREI MIGUELINHO,0,PE,2,1,0.6666666666666666
2605905,3,GAMELEIRA,0,PE,1,2,0.3333333333333333
2606002,7,GARANHUNS,0,PE,0,7,0
2606101,3,GLÓRIA DO GOITÁ,0,PE,1,2,0.3333333333333333
2606200,4,GOIANA,0,PE,2,2,0.5
2606309,2,GRANITO,0,PE,0,2,0
2606408,4,GRAVATÁ,0,PE,0,4,0
2606507,4,IATI,0,PE,1,3,0.25
2606606,2,IBIMIRIM,0,PE,0,2,0
2606705,2,IBIRAJUBA,0,PE,1,1,0.5
2606804,3,IGARASSU,0,PE,1,2,0.3333333333333333
2606903,2,IGUARACI,0,PE,0,2,0
2607604,7,ILHA DE ITAMARACÁ,0,PE,0,7,0
2607000,3,INAJÁ,0,PE,0,3,0
2607109,2,INGAZEIRA,0,PE,0,2,0
2607208,6,IPOJUCA,0,PE,1,5,0.16666666666666666
2607307,2,IPUBI,0,PE,0,2,0
2607406,2,ITACURUBA,0,PE,0,2,0
2607505,2,ITAÍBA,0,PE,2,0,1
2607653,3,ITAMBÉ,0,PE,2,1,0.6666666666666666
2607703,2,ITAPETIM,0,PE,0,2,0
2607752,2,ITAPISSUMA,0,PE,0,2,0
2607802,7,ITAQUITINGA,0,PE,1,6,0.14285714285714285
2607901,11,JABOATÃO DOS GUARARAPES,0,PE,1,10,0.09090909090909091
2607950,2,JAQUEIRA,0,PE,1,1,0.5
2608008,3,JATAÚBA,0,PE,1,2,0.3333333333333333
2608057,3,JATOBÁ,0,PE,1,2,0.3333333333333333
2608107,2,JOÃO ALFREDO,0,PE,0,2,0
2608206,2,JOAQUIM NABUCO,0,PE,0,2,0
2608255,2,JUCATI,0,PE,0,2,0
2608305,1,JUPI,0,PE,0,1,0
2608404,2,JUREMA,0,PE,0,2,0
2608503,3,LAGOA DE ITAENGA,0,PE,1,2,0.3333333333333333
2608453,4,LAGOA DO CARRO,0,PE,1,3,0.25
2608602,3,LAGOA DO OURO,0,PE,0,3,0
2608701,5,LAGOA DOS GATOS,0,PE,2,3,0.4
2608750,2,LAGOA GRANDE,0,PE,0,2,0
2608800,3,LAJEDO,0,PE,0,3,0
2608909,4,LIMOEIRO,0,PE,1,3,0.25
2609006,4,MACAPARANA,0,PE,0,4,0
2609105,3,MACHADOS,0,PE,0,3,0
2609154,2,MANARI,0,PE,0,2,0
2609204,4,MARAIAL,0,PE,0,4,0
2609303,4,MIRANDIBA,0,PE,0,4,0
2614303,2,MOREILÂNDIA,0,PE,0,2,0
2609402,7,MORENO,0,PE,0,7,0
2609501,4,NAZARÉ DA MATA,0,PE,0,4,0
2609600,10,OLINDA,0,PE,1,9,0.1
2609709,2,OROBÓ,0,PE,0,2,0
2609808,3,OROCÓ,0,PE,0,3,0
2609907,5,OURICURI,0,PE,0,5,0
2610004,9,PALMARES,0,PE,1,8,0.1111111111111111
2610103,5,PALMEIRINA,0,PE,2,3,0.4
2610202,2,PANELAS,0,PE,1,1,0.5
2610301,4,PARANATAMA,0,PE,1,3,0.25
2610400,2,PARNAMIRIM,0,PE,0,2,0
2610509,5,PASSIRA,0,PE,1,4,0.2
2610608,4,PAUDALHO,0,PE,1,3,0.25
2610707,10,PAULISTA,0,PE,1,9,0.1
2610806,2,PEDRA,0,PE,0,2,0
2610905,3,PESQUEIRA,0,PE,1,2,0.3333333333333333
2611002,5,PETROLÂNDIA,0,PE,1,4,0.2
2611101,6,PETROLINA,0,PE,0,6,0
2611200,2,POÇÃO,0,PE,0,2,0
2611309,6,POMBOS,0,PE,1,5,0.16666666666666666
2611408,4,PRIMAVERA,0,PE,1,3,0.25
2611507,2,QUIPAPÁ,0,PE,1,1,0.5
2611533,2,QUIXABA,0,PE,0,2,0
2611606,11,RECIFE,1,PE,3,8,0.2727272727272727
2611705,3,RIACHO DAS ALMAS,0,PE,0,3,0
2611804,4,RIBEIRÃO,0,PE,1,3,0.25
2611903,4,RIO FORMOSO,0,PE,3,1,0.75
2612000,2,SAIRÉ,0,PE,0,2,0
2612109,2,SALGADINHO,0,PE,0,2,0
2612208,5,SALGUEIRO,0,PE,0,5,0
2612307,2,SALOÁ,0,PE,1,1,0.5
2612406,2,SANHARÓ,0,PE,0,2,0
2612455,2,SANTA CRUZ,0,PE,1,1,0.5
2612471,2,SANTA CRUZ DA BAIXA VERDE,0,PE,0,2,0
2612505,3,SANTA CRUZ DO CAPIBARIBE,0,PE,0,3,0
2612554,3,SANTA FILOMENA,0,PE,0,3,0
2612604,3,SANTA MARIA DA BOA VISTA,0,PE,1,2,0.3333333333333333
2612703,3,SANTA MARIA DO CAMBUCÁ,0,PE,0,3,0
2612802,4,SANTA TEREZINHA,0,PE,0,4,0
2612901,2,SÃO BENEDITO DO SUL,0,PE,1,1,0.5
2613008,5,SÃO BENTO DO UNA,0,PE,0,5,0
2613107,8,SÃO CAITANO,0,PE,0,8,0
2613206,3,SÃO JOÃO,0,PE,1,2,0.3333333333333333
2613305,3,SÃO JOAQUIM DO MONTE,0,PE,1,2,0.3333333333333333
2613404,4,SÃO JOSÉ DA COROA GRANDE,0,PE,1,3,0.25
2613503,3,SÃO JOSÉ DO BELMONTE,0,PE,0,3,0
2613602,4,SÃO JOSÉ DO EGITO,0,PE,1,3,0.25
2613701,7,SÃO LOURENÇO DA MATA,0,PE,2,5,0.2857142857142857
2613800,3,SÃO VICENTE FERRÉR,0,PE,0,3,0
2613909,4,SERRA TALHADA,0,PE,2,2,0.5
2614006,2,SERRITA,0,PE,0,2,0
2614105,2,SERTÂNIA,0,PE,0,2,0
2614204,5,SIRINHAÉM,0,PE,2,3,0.4
2614402,2,SOLIDÃO,0,PE,1,1,0.5
2614501,7,SURUBIM,0,PE,1,6,0.14285714285714285
2614600,3,TABIRA,0,PE,1,2,0.3333333333333333
2614709,3,TACAIMBÓ,0,PE,1,2,0.3333333333333333
2614808,2,TACARATU,0,PE,1,1,0.5
2614857,5,TAMANDARÉ,0,PE,0,5,0
2615003,3,TAQUARITINGA DO NORTE,0,PE,0,3,0
2615102,1,TEREZINHA,0,PE,0,1,0
2615201,2,TERRA NOVA,0,PE,1,1,0.5
2615300,5,TIMBAÚBA,0,PE,0,5,0
2615409,5,TORITAMA,0,PE,0,5,0
2615508,3,TRACUNHAÉM,0,PE,1,2,0.3333333333333333
2615607,3,TRINDADE,0,PE,1,2,0.3333333333333333
2615706,3,TRIUNFO,0,PE,0,3,0
2615805,4,TUPANATINGA,0,PE,0,4,0
2615904,3,TUPARETAMA,0,PE,0,3,0
2616001,2,VENTUROSA,0,PE,0,2,0
2616100,2,VERDEJANTE,0,PE,0,2,0
2616183,3,VERTENTE DO LÉRIO,0,PE,0,3,0
2616209,3,VERTENTES,0,PE,0,3,0
2616308,3,VICÊNCIA,0,PE,0,3,0
2616407,7,VITÓRIA DE SANTO ANTÃO,0,PE,1,6,0.14285714285714285
2616506,2,XEXÉU,0,PE,0,2,0
2200053,2,ACAUÃ,0,PI,1,1,0.5
2200103,2,AGRICOLÂNDIA,0,PI,0,2,0
2200202,5,ÁGUA BRANCA,0,PI,0,5,0
2200251,2,ALAGOINHA DO PIAUÍ,0,PI,0,2,0
2200277,2,ALEGRETE DO PIAUÍ,0,PI,1,1,0.5
2200301,2,ALTO LONGÁ,0,PI,0,2,0
2200400,3,ALTOS,0,PI,0,3,0
2200459,2,ALVORADA DO GURGUÉIA,0,PI,0,2,0
2200509,3,AMARANTE,0,PI,0,3,0
2200608,3,ANGICAL DO PIAUÍ,0,PI,0,3,0
2200707,2,ANÍSIO DE ABREU,0,PI,0,2,0
2200806,3,ANTÔNIO ALMEIDA,0,PI,0,3,0
2200905,2,AROAZES,0,PI,1,1,0.5
2200954,2,AROEIRAS DO ITAIM,0,PI,0,2,0
2201002,2,ARRAIAL,0,PI,0,2,0
2201051,2,ASSUNÇÃO DO PIAUÍ,0,PI,0,2,0
2201101,2,AVELINO LOPES,0,PI,1,1,0.5
2201150,3,BAIXA GRANDE DO RIBEIRO,0,PI,0,3,0
2201176,2,BARRA D'ALCÂNTARA,0,PI,0,2,0
2201200,6,BARRAS,0,PI,0,6,0
2201309,2,BARREIRAS DO PIAUÍ,0,PI,0,2,0
2201408,4,BARRO DURO,0,PI,0,4,0
2201507,2,BATALHA,0,PI,0,2,0
2201556,2,BELA VISTA DO PIAUÍ,0,PI,0,2,0
2201572,3,BELÉM DO PIAUÍ,0,PI,0,3,0
2201606,2,BENEDITINOS,0,PI,0,2,0
2201705,2,BERTOLÍNIA,0,PI,0,2,0
2201739,4,BETÂNIA DO PIAUÍ,0,PI,1,3,0.25
2201770,3,BOA HORA,0,PI,1,2,0.3333333333333333
2201804,2,BOCAINA,0,PI,0,2,0
2201903,3,BOM JESUS,0,PI,1,2,0.3333333333333333
2201919,4,BOM PRINCÍPIO DO PIAUÍ,0,PI,0,4,0
2201929,2,BONFIM DO PIAUÍ,0,PI,0,2,0
2201945,3,BOQUEIRÃO DO PIAUÍ,0,PI,1,2,0.3333333333333333
2201960,2,BRASILEIRA,0,PI,1,1,0.5
2201988,3,BREJO DO PIAUÍ,0,PI,0,3,0
2202000,2,BURITI DOS LOPES,0,PI,0,2,0
2202026,2,BURITI DOS MONTES,0,PI,0,2,0
2202059,3,CABECEIRAS DO PIAUÍ,0,PI,1,2,0.3333333333333333
2202075,2,CAJAZEIRAS DO PIAUÍ,0,PI,0,2,0
2202083,5,CAJUEIRO DA PRAIA,0,PI,0,5,0
2202091,2,CALDEIRÃO GRANDE DO PIAUÍ,0,PI,0,2,0
2202109,3,CAMPINAS DO PIAUÍ,0,PI,0,3,0
2202117,5,CAMPO ALEGRE DO FIDALGO,0,PI,0,5,0
2202133,2,CAMPO GRANDE DO PIAUÍ,0,PI,0,2,0
2202174,2,CAMPO LARGO DO PIAUÍ,0,PI,0,2,0
2202208,5,CAMPO MAIOR,0,PI,0,5,0
2202251,5,CANAVIEIRA,0,PI,2,3,0.4
2202307,2,CANTO DO BURITI,0,PI,1,1,0.5
2202406,2,CAPITÃO DE CAMPOS,0,PI,0,2,0
2202455,2,CAPITÃO GERVÁSIO OLIVEIRA,0,PI,1,1,0.5
2202505,3,CARACOL,0,PI,1,2,0.3333333333333333
2202539,2,CARAÚBAS DO PIAUÍ,0,PI,0,2,0
2202554,1,CARIDADE DO PIAUÍ,0,PI,0,1,0
2202604,2,CASTELO DO PIAUÍ,0,PI,0,2,0
2202653,2,CAXINGÓ,0,PI,0,2,0
2202703,3,COCAL,0,PI,0,3,0
2202711,2,COCAL DE TELHA,0,PI,1,1,0.5
2202729,2,COCAL DOS ALVES,0,PI,0,2,0
2202737,2,COIVARAS,0,PI,0,2,0
2202752,4,COLÔNIA DO GURGUÉIA,0,PI,1,3,0.25
2202778,2,COLÔNIA DO PIAUÍ,0,PI,1,1,0.5
2202802,3,CONCEIÇÃO DO CANINDÉ,0,PI,0,3,0
2202851,2,CORONEL JOSÉ DIAS,0,PI,0,2,0
2202901,3,CORRENTE,0,PI,0,3,0
2203008,3,CRISTALÂNDIA DO PIAUÍ,0,PI,0,3,0
2203107,3,CRISTINO CASTRO,0,PI,1,2,0.3333333333333333
2203206,2,CURIMATÁ,0,PI,0,2,0
2203230,4,CURRAIS,0,PI,0,4,0
2203271,2,CURRAL NOVO DO PIAUÍ,0,PI,0,2,0
2203255,3,CURRALINHOS,0,PI,0,3,0
2203305,2,DEMERVAL LOBÃO,0,PI,0,2,0
2203354,2,DIRCEU ARCOVERDE,0,PI,0,2,0
2203404,4,DOM EXPEDITO LOPES,0,PI,0,4,0
2203453,2,DOM INOCÊNCIO,0,PI,1,1,0.5
2203420,3,DOMINGOS MOURÃO,0,PI,1,2,0.3333333333333333
2203503,2,ELESBÃO VELOSO,0,PI,0,2,0
2203602,3,ELISEU MARTINS,0,PI,1,2,0.3333333333333333
2203701,4,ESPERANTINA,0,PI,2,2,0.5
2203750,3,FARTURA DO PIAUÍ,0,PI,0,3,0
2203800,2,FLORES DO PIAUÍ,0,PI,0,2,0
2203859,2,FLORESTA DO PIAUÍ,0,PI,0,2,0
2203909,3,FLORIANO,0,PI,1,2,0.3333333333333333
2204006,2,FRANCINÓPOLIS,0,PI,0,2,0
2204105,2,FRANCISCO AYRES,0,PI,2,0,1
2204154,2,FRANCISCO MACEDO,0,PI,0,2,0
2204204,2,FRANCISCO SANTOS,0,PI,0,2,0
2204303,3,FRONTEIRAS,0,PI,1,2,0.3333333333333333
2204352,3,GEMINIANO,0,PI,0,3,0
2204402,3,GILBUÉS,0,PI,0,3,0
2204501,2,GUADALUPE,0,PI,1,1,0.5
2204550,2,GUARIBAS,0,PI,0,2,0
2204600,2,HUGO NAPOLEÃO,0,PI,0,2,0
2204659,3,ILHA GRANDE,0,PI,2,1,0.6666666666666666
2204709,2,INHUMA,0,PI,0,2,0
2204808,2,IPIRANGA DO PIAUÍ,0,PI,0,2,0
2204907,2,ISAÍAS COELHO,0,PI,0,2,0
2205003,4,ITAINÓPOLIS,0,PI,0,4,0
2205102,2,ITAUEIRA,0,PI,0,2,0
2205151,2,JACOBINA DO PIAUÍ,0,PI,1,1,0.5
2205201,3,JAICÓS,0,PI,0,3,0
2205250,2,JARDIM DO MULATO,0,PI,0,2,0
2205276,3,JATOBÁ DO PIAUÍ,0,PI,0,3,0
2205300,3,JERUMENHA,0,PI,2,1,0.6666666666666666
2205359,2,JOÃO COSTA,0,PI,0,2,0
2205409,3,JOAQUIM PIRES,0,PI,1,2,0.3333333333333333
2205458,4,JOCA MARQUES,0,PI,2,2,0.5
2205508,4,JOSÉ DE FREITAS,0,PI,0,4,0
2205516,3,JUAZEIRO DO PIAUÍ,0,PI,0,3,0
2205524,3,JÚLIO BORGES,0,PI,0,3,0
2205532,1,JUREMA,0,PI,1,0,1
2205557,2,LAGOA ALEGRE,0,PI,0,2,0
2205573,2,LAGOA DE SÃO FRANCISCO,0,PI,0,2,0
2205565,3,LAGOA DO BARRO DO PIAUÍ,0,PI,1,2,0.3333333333333333
2205581,2,LAGOA DO PIAUÍ,0,PI,1,1,0.5
2205599,2,LAGOA DO SÍTIO,0,PI,1,1,0.5
2205540,2,LAGOINHA DO PIAUÍ,0,PI,1,1,0.5
2205607,3,LANDRI SALES,0,PI,1,2,0.3333333333333333
2205706,7,LUIS CORREIA,0,PI,1,6,0.14285714285714285
2205805,4,LUZILÂNDIA,0,PI,1,3,0.25
2205854,3,MADEIRO,0,PI,0,3,0
2205904,4,MANOEL EMÍDIO,0,PI,1,3,0.25
2205953,2,MARCOLÂNDIA,0,PI,0,2,0
2206001,3,MARCOS PARENTE,0,PI,1,2,0.3333333333333333
2206050,2,MASSAPÊ DO PIAUÍ,0,PI,0,2,0
2206100,5,MATIAS OLÍMPIO,0,PI,0,5,0
2206209,4,MIGUEL ALVES,0,PI,0,4,0
2206308,2,MIGUEL LEÃO,0,PI,0,2,0
2206357,2,MILTON BRANDÃO,0,PI,0,2,0
2206407,2,MONSENHOR GIL,0,PI,0,2,0
2206506,4,MONSENHOR HIPÓLITO,0,PI,0,4,0
2206605,2,MONTE ALEGRE DO PIAUÍ,0,PI,0,2,0
2206654,4,MORRO CABEÇA NO TEMPO,0,PI,0,4,0
2206670,2,MORRO DO CHAPÉU DO PIAUÍ,0,PI,0,2,0
2206696,2,MURICI DOS PORTELAS,0,PI,2,0,1
2206704,2,NAZARÉ DO PIAUÍ,0,PI,0,2,0
2206720,5,NAZÁRIA,0,PI,0,5,0
2206753,2,NOSSA SENHORA DE NAZARÉ,0,PI,1,1,0.5
2206803,2,NOSSA SENHORA DOS REMÉDIOS,0,PI,0,2,0
2207959,2,NOVA SANTA RITA,0,PI,0,2,0
2206902,2,NOVO ORIENTE DO PIAUÍ,0,PI,0,2,0
2206951,2,NOVO SANTO ANTÔNIO,0,PI,1,1,0.5
2207009,2,OEIRAS,0,PI,0,2,0
2207108,2,OLHO D'ÁGUA DO PIAUÍ,0,PI,0,2,0
2207207,2,PADRE MARCOS,0,PI,0,2,0
2207306,2,PAES LANDIM,0,PI,0,2,0
2207355,2,PAJEÚ DO PIAUÍ,0,PI,0,2,0
2207405,2,PALMEIRA DO PIAUÍ,0,PI,0,2,0
2207504,2,PALMEIRAIS,0,PI,0,2,0
2207553,2,PAQUETÁ,0,PI,0,2,0
2207603,2,PARNAGUÁ,0,PI,1,1,0.5
2207702,4,PARNAÍBA,0,PI,0,4,0
2207751,3,PASSAGEM FRANCA DO PIAUÍ,0,PI,0,3,0
2207777,2,PATOS DO PIAUÍ,0,PI,0,2,0
2207793,3,PAU D'ARCO DO PIAUÍ,0,PI,0,3,0
2207801,3,PAULISTANA,0,PI,0,3,0
2207850,2,PAVUSSU,0,PI,0,2,0
2207900,3,PEDRO II,0,PI,2,1,0.6666666666666666
2207934,2,PEDRO LAURENTINO,0,PI,0,2,0
2208007,4,PICOS,0,PI,0,4,0
2208106,2,PIMENTEIRAS,0,PI,1,1,0.5
2208205,2,PIO IX,0,PI,0,2,0
2208304,3,PIRACURUCA,0,PI,0,3,0
2208403,5,PIRIPIRI,0,PI,1,4,0.2
2208502,2,PORTO,0,PI,0,2,0
2208551,2,PORTO ALEGRE DO PIAUÍ,0,PI,0,2,0
2208601,2,PRATA DO PIAUÍ,0,PI,0,2,0
2208650,2,QUEIMADA NOVA,0,PI,0,2,0
2208700,3,REDENÇÃO DO GURGUÉIA,0,PI,1,2,0.3333333333333333
2208809,3,REGENERAÇÃO,0,PI,0,3,0
2208858,4,RIACHO FRIO,0,PI,0,4,0
2208874,2,RIBEIRA DO PIAUÍ,0,PI,1,1,0.5
2208908,2,RIBEIRO GONÇALVES,0,PI,0,2,0
2209005,2,RIO GRANDE DO PIAUÍ,0,PI,0,2,0
2209104,2,SANTA CRUZ DO PIAUÍ,0,PI,0,2,0
2209153,4,SANTA CRUZ DOS MILAGRES,0,PI,0,4,0
2209203,4,SANTA FILOMENA,0,PI,1,3,0.25
2209302,3,SANTA LUZ,0,PI,0,3,0
2209377,2,SANTA ROSA DO PIAUÍ,0,PI,0,2,0
2209351,2,SANTANA DO PIAUÍ,0,PI,2,0,1
2209401,2,SANTO ANTÔNIO DE LISBOA,0,PI,0,2,0
2209450,2,SANTO ANTÔNIO DOS MILAGRES,0,PI,0,2,0
2209500,1,SANTO INÁCIO DO PIAUÍ,0,PI,0,1,0
2209559,3,SÃO BRAZ DO PIAUÍ,0,PI,0,3,0
2209609,2,SÃO FÉLIX DO PIAUÍ,0,PI,0,2,0
2209658,2,SÃO FRANCISCO DE ASSIS DO PIAUÍ,0,PI,0,2,0
2209708,2,SÃO FRANCISCO DO PIAUÍ,0,PI,0,2,0
