sigla_uf,nome_municipio,codigo_ibge,candidaturas,nao_brancos,brancos
PB,SANTA TERESINHA,2513802,2,1,0
PB,SANTANA DE MANGUEIRA,2513505,2,0.5,0.5
PB,SANTANA DOS GARROTES,2513604,2,0,1
PB,SANTARÉM,2513653,3,0.3333333333333333,0.6666666666666667
PB,SANTO ANDRÉ,2513851,3,0.6666666666666666,0.33333333333333337
PB,SÃO BENTINHO,2513927,2,0.5,0.5
PB,SÃO BENTO,2513901,3,0,1
PB,SÃO DOMINGOS DE POMBAL,2513968,2,0,1
PB,SÃO DOMINGOS DO CARIRI,2513943,2,1,0
PB,SÃO FRANCISCO,2513984,2,0,1
PB,SÃO JOÃO DO CARIRI,2514008,2,0,1
PB,SÃO JOÃO DO RIO DO PEIXE,2500700,2,0.5,0.5
PB,SÃO JOÃO DO TIGRE,2514107,2,1,0
PB,SÃO JOSÉ DA LAGOA TAPADA,2514206,3,0,1
PB,SÃO JOSÉ DE CAIANA,2514305,2,0.5,0.5
PB,SÃO JOSÉ DE ESPINHARAS,2514404,2,0.5,0.5
PB,SÃO JOSÉ DE PIRANHAS,2514503,4,0.25,0.75
PB,SÃO JOSÉ DE PRINCESA,2514552,3,0.6666666666666666,0.33333333333333337
PB,SÃO JOSÉ DO BONFIM,2514602,3,0.6666666666666666,0.33333333333333337
PB,SÃO JOSÉ DO BREJO DO CRUZ,2514651,2,0,1
PB,SÃO JOSÉ DO SABUGI,2514701,1,0,1
PB,SÃO JOSÉ DOS CORDEIROS,2514800,2,0.5,0.5
PB,SÃO JOSÉ DOS RAMOS,2514453,2,0,1
PB,SÃO MAMEDE,2514909,2,0.5,0.5
PB,SÃO MIGUEL DE TAIPU,2515005,3,0.6666666666666666,0.33333333333333337
PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,2515104,2,1,0
PB,SÃO SEBASTIÃO DO UMBUZEIRO,2515203,2,1,0
PB,SÃO VICENTE DO SERIDÓ,2515401,3,0.6666666666666666,0.33333333333333337
PB,SAPÉ,2515302,6,0.6666666666666666,0.33333333333333337
PB,SERRA BRANCA,2515500,3,0.6666666666666666,0.33333333333333337
PB,SERRA DA RAIZ,2515609,2,1,0
PB,SERRA GRANDE,2515708,2,0.5,0.5
PB,SERRA REDONDA,2515807,3,0.6666666666666666,0.33333333333333337
PB,SERRARIA,2515906,2,1,0
PB,SERTÃOZINHO,2515930,2,1,0
PB,SOBRADO,2515971,3,0.6666666666666666,0.33333333333333337
PB,SOLÂNEA,2516003,6,0.5,0.5
PB,SOLEDADE,2516102,5,0.6,0.4
PB,SOSSÊGO,2516151,2,1,0
PB,SOUSA,2516201,5,0.8,0.19999999999999996
PB,SUMÉ,2516300,3,0.3333333333333333,0.6666666666666667
PB,TACIMA,2516409,3,0.3333333333333333,0.6666666666666667
PB,TAPEROÁ,2516508,3,0.3333333333333333,0.6666666666666667
PB,TAVARES,2516607,2,1,0
PB,TEIXEIRA,2516706,5,0.6,0.4
PB,TENÓRIO,2516755,2,1,0
PB,TRIUNFO,2516805,2,1,0
PB,UIRAÚNA,2516904,2,0.5,0.5
PB,UMBUZEIRO,2517001,3,0.3333333333333333,0.6666666666666667
PB,VÁRZEA,2517100,2,0.5,0.5
PB,VIEIRÓPOLIS,2517209,2,0.5,0.5
PB,VISTA SERRANA,2505501,2,1,0
PB,ZABELÊ,2517407,2,0,1
PE,ABREU E LIMA,2600054,6,0.16666666666666666,0.8333333333333334
PE,AFOGADOS DA INGAZEIRA,2600104,3,0.3333333333333333,0.6666666666666667
PE,AFRÂNIO,2600203,2,0,1
PE,AGRESTINA,2600302,3,1,0
PE,ÁGUA PRETA,2600401,4,1,0
PE,ÁGUAS BELAS,2600500,7,0.2857142857142857,0.7142857142857143
PE,ALAGOINHA,2600609,1,1,0
PE,ALIANÇA,2600708,2,0,1
PE,ALTINHO,2600807,2,1,0
PE,AMARAJI,2600906,4,0.25,0.75
PE,ANGELIM,2601003,3,0.3333333333333333,0.6666666666666667
PE,ARAÇOIABA,2601052,3,0.6666666666666666,0.33333333333333337
PE,ARARIPINA,2601102,2,0.5,0.5
PE,ARCOVERDE,2601201,4,0,1
PE,BARRA DE GUABIRABA,2601300,3,0.3333333333333333,0.6666666666666667
PE,BARREIROS,2601409,7,0.7142857142857143,0.2857142857142857
PE,BELÉM DE MARIA,2601508,4,0.5,0.5
PE,BELÉM DE SÃO FRANCISCO,2601607,3,0.3333333333333333,0.6666666666666667
PE,BELO JARDIM,2601706,6,0.5,0.5
PE,BETÂNIA,2601805,4,0.75,0.25
PE,BEZERROS,2601904,4,0.5,0.5
PE,BODOCÓ,2602001,2,1,0
PE,BOM CONSELHO,2602100,5,0.6,0.4
PE,BOM JARDIM,2602209,4,0.75,0.25
PE,BONITO,2602308,2,0,1
PE,BREJÃO,2602407,2,0,1
PE,BREJINHO,2602506,2,0.5,0.5
PE,BREJO DA MADRE DE DEUS,2602605,5,0,1
PE,BUENOS AIRES,2602704,2,0,1
PE,BUÍQUE,2602803,3,0,1
PE,CABO DE SANTO AGOSTINHO,2602902,11,0.5454545454545454,0.4545454545454546
PE,CABROBÓ,2603009,3,0.6666666666666666,0.33333333333333337
PE,CACHOEIRINHA,2603108,2,0,1
PE,CAETÉS,2603207,2,0.5,0.5
PE,CALÇADO,2603306,2,0,1
PE,CALUMBI,2603405,2,0.5,0.5
PE,CAMARAGIBE,2603454,5,0.4,0.6
PE,CAMOCIM DE SÃO FÉLIX,2603504,4,0,1
PE,CAMUTANGA,2603603,3,0.3333333333333333,0.6666666666666667
PE,CANHOTINHO,2603702,2,0.5,0.5
PE,CAPOEIRAS,2603801,5,1,0
PE,CARNAÍBA,2603900,2,1,0
PE,CARNAUBEIRA DA PENHA,2603926,2,0.5,0.5
PE,CARPINA,2604007,4,0.75,0.25
PE,CARUARU,2604106,6,0.3333333333333333,0.6666666666666667
PE,CASINHAS,2604155,4,0.75,0.25
PE,CATENDE,2604205,6,0.3333333333333333,0.6666666666666667
PE,CEDRO,2604304,2,0.5,0.5
PE,CHÃ DE ALEGRIA,2604403,2,0,1
PE,CHÃ GRANDE,2604502,3,0.3333333333333333,0.6666666666666667
PE,CONDADO,2604601,4,0.25,0.75
PE,CORRENTES,2604700,2,0,1
PE,CORTÊS,2604809,4,0.25,0.75
PE,CUMARU,2604908,3,1,0
PE,CUPIRA,2605004,3,0.3333333333333333,0.6666666666666667
PE,CUSTÓDIA,2605103,2,0.5,0.5
PE,DORMENTES,2605152,2,0,1
PE,ESCADA,2605202,6,0.3333333333333333,0.6666666666666667
PE,EXU,2605301,2,0.5,0.5
PE,FEIRA NOVA,2605400,2,0.5,0.5
PE,FERREIROS,2605509,2,0,1
PE,FLORES,2605608,3,0.3333333333333333,0.6666666666666667
PE,FLORESTA,2605707,3,0.3333333333333333,0.6666666666666667
PE,FREI MIGUELINHO,2605806,3,0,1
PE,GAMELEIRA,2605905,3,0,1
PE,GARANHUNS,2606002,7,0.42857142857142855,0.5714285714285714
PE,GLÓRIA DO GOITÁ,2606101,3,0,1
PE,GOIANA,2606200,4,0.75,0.25
PE,GRANITO,2606309,2,1,0
PE,GRAVATÁ,2606408,4,0.5,0.5
PE,IATI,2606507,4,0.25,0.75
PE,IBIMIRIM,2606606,2,1,0
PE,IBIRAJUBA,2606705,2,0,1
PE,IGARASSU,2606804,3,0,1
PE,IGUARACI,2606903,2,1,0
PE,ILHA DE ITAMARACÁ,2607604,7,0.42857142857142855,0.5714285714285714
PE,INAJÁ,2607000,3,1,0
PE,INGAZEIRA,2607109,2,1,0
PE,IPOJUCA,2607208,6,0.8333333333333334,0.16666666666666663
PE,IPUBI,2607307,2,0,1
PE,ITACURUBA,2607406,2,0.5,0.5
PE,ITAÍBA,2607505,2,0.5,0.5
PE,ITAMBÉ,2607653,3,1,0
PE,ITAPETIM,2607703,2,0.5,0.5
PE,ITAPISSUMA,2607752,2,0.5,0.5
PE,ITAQUITINGA,2607802,7,0.8571428571428571,0.1428571428571429
PE,JABOATÃO DOS GUARARAPES,2607901,11,0.36363636363636365,0.6363636363636364
PE,JAQUEIRA,2607950,2,0.5,0.5
PE,JATAÚBA,2608008,3,1,0
PE,JATOBÁ,2608057,3,0.3333333333333333,0.6666666666666667
PE,JOÃO ALFREDO,2608107,2,0.5,0.5
PE,JOAQUIM NABUCO,2608206,2,0.5,0.5
PE,JUCATI,2608255,2,0,1
PE,JUPI,2608305,1,0,1
PE,JUREMA,2608404,2,0,1
PE,LAGOA DE ITAENGA,2608503,3,1,0
PE,LAGOA DO CARRO,2608453,4,0.5,0.5
PE,LAGOA DO OURO,2608602,3,0.3333333333333333,0.6666666666666667
PE,LAGOA DOS GATOS,2608701,5,0.4,0.6
PE,LAGOA GRANDE,2608750,2,0.5,0.5
PE,LAJEDO,2608800,3,0.6666666666666666,0.33333333333333337
PE,LIMOEIRO,2608909,4,0.5,0.5
PE,MACAPARANA,2609006,4,0.25,0.75
PE,MACHADOS,2609105,3,0.3333333333333333,0.6666666666666667
PE,MANARI,2609154,2,1,0
PE,MARAIAL,2609204,4,0.25,0.75
PE,MIRANDIBA,2609303,4,0.5,0.5
PE,MOREILÂNDIA,2614303,2,0.5,0.5
PE,MORENO,2609402,7,0.7142857142857143,0.2857142857142857
PE,NAZARÉ DA MATA,2609501,4,0.5,0.5
PE,OLINDA,2609600,10,0.5,0.5
PE,OROBÓ,2609709,2,0.5,0.5
PE,OROCÓ,2609808,3,0.6666666666666666,0.33333333333333337
PE,OURICURI,2609907,5,0.4,0.6
PE,PALMARES,2610004,9,0.4444444444444444,0.5555555555555556
PE,PALMEIRINA,2610103,5,0.6,0.4
PE,PANELAS,2610202,2,0.5,0.5
PE,PARANATAMA,2610301,4,0.5,0.5
PE,PARNAMIRIM,2610400,2,1,0
PE,PASSIRA,2610509,5,0.6,0.4
PE,PAUDALHO,2610608,4,0.25,0.75
PE,PAULISTA,2610707,10,0.4,0.6
PE,PEDRA,2610806,2,0,1
PE,PESQUEIRA,2610905,3,0.6666666666666666,0.33333333333333337
PE,PETROLÂNDIA,2611002,5,0.6,0.4
PE,PETROLINA,2611101,6,0.6666666666666666,0.33333333333333337
PE,POÇÃO,2611200,2,0.5,0.5
PE,POMBOS,2611309,6,0.16666666666666666,0.8333333333333334
PE,PRIMAVERA,2611408,4,0.75,0.25
PE,QUIPAPÁ,2611507,2,0,1
PE,QUIXABA,2611533,2,1,0
PE,RECIFE,2611606,11,0.18181818181818182,0.8181818181818181
PE,RIACHO DAS ALMAS,2611705,3,0.3333333333333333,0.6666666666666667
PE,RIBEIRÃO,2611804,4,0.5,0.5
PE,RIO FORMOSO,2611903,4,0,1
PE,SAIRÉ,2612000,2,0,1
PE,SALGADINHO,2612109,2,1,0
PE,SALGUEIRO,2612208,5,1,0
PE,SALOÁ,2612307,2,0.5,0.5
PE,SANHARÓ,2612406,2,0.5,0.5
PE,SANTA CRUZ,2612455,2,0,1
PE,SANTA CRUZ DA BAIXA VERDE,2612471,2,0.5,0.5
PE,SANTA CRUZ DO CAPIBARIBE,2612505,3,0.6666666666666666,0.33333333333333337
PE,SANTA FILOMENA,2612554,3,0.3333333333333333,0.6666666666666667
PE,SANTA MARIA DA BOA VISTA,2612604,3,1,0
PE,SANTA MARIA DO CAMBUCÁ,2612703,3,0,1
PE,SANTA TEREZINHA,2612802,4,0.75,0.25
PE,SÃO BENEDITO DO SUL,2612901,2,0,1
PE,SÃO BENTO DO UNA,2613008,5,0.4,0.6
PE,SÃO CAITANO,2613107,8,0.625,0.375
PE,SÃO JOÃO,2613206,3,0.6666666666666666,0.33333333333333337
PE,SÃO JOAQUIM DO MONTE,2613305,3,0.3333333333333333,0.6666666666666667
PE,SÃO JOSÉ DA COROA GRANDE,2613404,4,0.5,0.5
PE,SÃO JOSÉ DO BELMONTE,2613503,3,0.3333333333333333,0.6666666666666667
PE,SÃO JOSÉ DO EGITO,2613602,4,0.25,0.75
PE,SÃO LOURENÇO DA MATA,2613701,7,0.42857142857142855,0.5714285714285714
PE,SÃO VICENTE FERRÉR,2613800,3,0.6666666666666666,0.33333333333333337
PE,SERRA TALHADA,2613909,4,0.75,0.25
PE,SERRITA,2614006,2,0.5,0.5
PE,SERTÂNIA,2614105,2,0,1
PE,SIRINHAÉM,2614204,5,0.6,0.4
PE,SOLIDÃO,2614402,2,0.5,0.5
PE,SURUBIM,2614501,7,0.42857142857142855,0.5714285714285714
PE,TABIRA,2614600,3,0.6666666666666666,0.33333333333333337
PE,TACAIMBÓ,2614709,3,0.6666666666666666,0.33333333333333337
PE,TACARATU,2614808,2,0.5,0.5
PE,TAMANDARÉ,2614857,5,0.6,0.4
PE,TAQUARITINGA DO NORTE,2615003,3,0,1
PE,TEREZINHA,2615102,1,0,1
PE,TERRA NOVA,2615201,2,0.5,0.5
PE,TIMBAÚBA,2615300,5,0.4,0.6
PE,TORITAMA,2615409,5,0.8,0.19999999999999996
PE,TRACUNHAÉM,2615508,3,0.6666666666666666,0.33333333333333337
PE,TRINDADE,2615607,3,0.6666666666666666,0.33333333333333337
PE,TRIUNFO,2615706,3,0.6666666666666666,0.33333333333333337
PE,TUPANATINGA,2615805,4,0.5,0.5
PE,TUPARETAMA,2615904,3,0.3333333333333333,0.6666666666666667
PE,VENTUROSA,2616001,2,1,0
PE,VERDEJANTE,2616100,2,0.5,0.5
PE,VERTENTE DO LÉRIO,2616183,3,0.3333333333333333,0.6666666666666667
PE,VERTENTES,2616209,3,0,1
PE,VICÊNCIA,2616308,3,1,0
PE,VITÓRIA DE SANTO ANTÃO,2616407,7,0.42857142857142855,0.5714285714285714
PE,XEXÉU,2616506,2,0.5,0.5
PI,ACAUÃ,2200053,2,0,1
PI,AGRICOLÂNDIA,2200103,2,0.5,0.5
PI,ÁGUA BRANCA,2200202,5,0.8,0.19999999999999996
PI,ALAGOINHA DO PIAUÍ,2200251,2,0,1
PI,ALEGRETE DO PIAUÍ,2200277,2,1,0
PI,ALTO LONGÁ,2200301,2,1,0
PI,ALTOS,2200400,3,0.6666666666666666,0.33333333333333337
PI,ALVORADA DO GURGUÉIA,2200459,2,1,0
PI,AMARANTE,2200509,3,0.6666666666666666,0.33333333333333337
PI,ANGICAL DO PIAUÍ,2200608,3,1,0
PI,ANÍSIO DE ABREU,2200707,2,0.5,0.5
PI,ANTÔNIO ALMEIDA,2200806,3,0.6666666666666666,0.33333333333333337
PI,AROAZES,2200905,2,0.5,0.5
PI,AROEIRAS DO ITAIM,2200954,2,0.5,0.5
PI,ARRAIAL,2201002,2,1,0
PI,ASSUNÇÃO DO PIAUÍ,2201051,2,0,1
PI,AVELINO LOPES,2201101,2,1,0
PI,BAIXA GRANDE DO RIBEIRO,2201150,3,1,0
PI,BARRA D'ALCÂNTARA,2201176,2,0.5,0.5
PI,BARRAS,2201200,6,1,0
PI,BARREIRAS DO PIAUÍ,2201309,2,0,1
PI,BARRO DURO,2201408,4,0.75,0.25
PI,BATALHA,2201507,2,1,0
PI,BELA VISTA DO PIAUÍ,2201556,2,0,1
PI,BELÉM DO PIAUÍ,2201572,3,0.6666666666666666,0.33333333333333337
PI,BENEDITINOS,2201606,2,1,0
PI,BERTOLÍNIA,2201705,2,0.5,0.5
PI,BETÂNIA DO PIAUÍ,2201739,4,0.25,0.75
PI,BOA HORA,2201770,3,1,0
PI,BOCAINA,2201804,2,0.5,0.5
PI,BOM JESUS,2201903,3,0.3333333333333333,0.6666666666666667
PI,BOM PRINCÍPIO DO PIAUÍ,2201919,4,0.75,0.25
PI,BONFIM DO PIAUÍ,2201929,2,1,0
PI,BOQUEIRÃO DO PIAUÍ,2201945,3,1,0
PI,BRASILEIRA,2201960,2,0.5,0.5
PI,BREJO DO PIAUÍ,2201988,3,0.3333333333333333,0.6666666666666667
PI,BURITI DOS LOPES,2202000,2,0.5,0.5
PI,BURITI DOS MONTES,2202026,2,1,0
PI,CABECEIRAS DO PIAUÍ,2202059,3,1,0
PI,CAJAZEIRAS DO PIAUÍ,2202075,2,0.5,0.5
PI,CAJUEIRO DA PRAIA,2202083,5,1,0
PI,CALDEIRÃO GRANDE DO PIAUÍ,2202091,2,0.5,0.5
PI,CAMPINAS DO PIAUÍ,2202109,3,0.6666666666666666,0.33333333333333337
PI,CAMPO ALEGRE DO FIDALGO,2202117,5,1,0
PI,CAMPO GRANDE DO PIAUÍ,2202133,2,0.5,0.5
PI,CAMPO LARGO DO PIAUÍ,2202174,2,1,0
PI,CAMPO MAIOR,2202208,5,1,0
PI,CANAVIEIRA,2202251,5,0.6,0.4
PI,CANTO DO BURITI,2202307,2,0.5,0.5
PI,CAPITÃO DE CAMPOS,2202406,2,1,0
PI,CAPITÃO GERVÁSIO OLIVEIRA,2202455,2,0,1
PI,CARACOL,2202505,3,0.3333333333333333,0.6666666666666667
PI,CARAÚBAS DO PIAUÍ,2202539,2,0.5,0.5
PI,CARIDADE DO PIAUÍ,2202554,1,0,1
PI,CASTELO DO PIAUÍ,2202604,2,0.5,0.5
PI,CAXINGÓ,2202653,2,0.5,0.5
PI,COCAL,2202703,3,0.6666666666666666,0.33333333333333337
PI,COCAL DE TELHA,2202711,2,1,0
PI,COCAL DOS ALVES,2202729,2,1,0
PI,COIVARAS,2202737,2,1,0
PI,COLÔNIA DO GURGUÉIA,2202752,4,0.75,0.25
PI,COLÔNIA DO PIAUÍ,2202778,2,0,1
PI,CONCEIÇÃO DO CANINDÉ,2202802,3,0.6666666666666666,0.33333333333333337
PI,CORONEL JOSÉ DIAS,2202851,2,1,0
PI,CORRENTE,2202901,3,0.6666666666666666,0.33333333333333337
PI,CRISTALÂNDIA DO PIAUÍ,2203008,3,1,0
PI,CRISTINO CASTRO,2203107,3,0.6666666666666666,0.33333333333333337
PI,CURIMATÁ,2203206,2,0.5,0.5
PI,CURRAIS,2203230,4,0.75,0.25
PI,CURRAL NOVO DO PIAUÍ,2203271,2,0.5,0.5
PI,CURRALINHOS,2203255,3,1,0
PI,DEMERVAL LOBÃO,2203305,2,1,0
PI,DIRCEU ARCOVERDE,2203354,2,1,0
PI,DOM EXPEDITO LOPES,2203404,4,0.75,0.25
PI,DOM INOCÊNCIO,2203453,2,0.5,0.5
PI,DOMINGOS MOURÃO,2203420,3,0.3333333333333333,0.6666666666666667
PI,ELESBÃO VELOSO,2203503,2,1,0
PI,ELISEU MARTINS,2203602,3,1,0
PI,ESPERANTINA,2203701,4,0.25,0.75
PI,FARTURA DO PIAUÍ,2203750,3,1,0
PI,FLORES DO PIAUÍ,2203800,2,1,0
PI,FLORESTA DO PIAUÍ,2203859,2,0.5,0.5
PI,FLORIANO,2203909,3,0.6666666666666666,0.33333333333333337
PI,FRANCINÓPOLIS,2204006,2,1,0
PI,FRANCISCO AYRES,2204105,2,1,0
PI,FRANCISCO MACEDO,2204154,2,0,1
PI,FRANCISCO SANTOS,2204204,2,0.5,0.5
PI,FRONTEIRAS,2204303,3,0.3333333333333333,0.6666666666666667
PI,GEMINIANO,2204352,3,0.3333333333333333,0.6666666666666667
PI,GILBUÉS,2204402,3,0.3333333333333333,0.6666666666666667
PI,GUADALUPE,2204501,2,0.5,0.5
PI,GUARIBAS,2204550,2,1,0
PI,HUGO NAPOLEÃO,2204600,2,0,1
PI,ILHA GRANDE,2204659,3,0.3333333333333333,0.6666666666666667
PI,INHUMA,2204709,2,1,0
PI,IPIRANGA DO PIAUÍ,2204808,2,0,1
PI,ISAÍAS COELHO,2204907,2,0.5,0.5
PI,ITAINÓPOLIS,2205003,4,0.5,0.5
PI,ITAUEIRA,2205102,2,0.5,0.5
PI,JACOBINA DO PIAUÍ,2205151,2,0.5,0.5
PI,JAICÓS,2205201,3,0.3333333333333333,0.6666666666666667
PI,JARDIM DO MULATO,2205250,2,1,0
PI,JATOBÁ DO PIAUÍ,2205276,3,1,0
PI,JERUMENHA,2205300,3,0.6666666666666666,0.33333333333333337
PI,JOÃO COSTA,2205359,2,1,0
PI,JOAQUIM PIRES,2205409,3,1,0
PI,JOCA MARQUES,2205458,4,0.25,0.75
PI,JOSÉ DE FREITAS,2205508,4,0.5,0.5
PI,JUAZEIRO DO PIAUÍ,2205516,3,0,1
PI,JÚLIO BORGES,2205524,3,1,0
PI,JUREMA,2205532,1,1,0
PI,LAGOA ALEGRE,2205557,2,1,0
PI,LAGOA DE SÃO FRANCISCO,2205573,2,1,0
PI,LAGOA DO BARRO DO PIAUÍ,2205565,3,0.6666666666666666,0.33333333333333337
PI,LAGOA DO PIAUÍ,2205581,2,1,0
PI,LAGOA DO SÍTIO,2205599,2,0.5,0.5
PI,LAGOINHA DO PIAUÍ,2205540,2,0,1
PI,LANDRI SALES,2205607,3,0.6666666666666666,0.33333333333333337
PI,LUIS CORREIA,2205706,7,1,0
PI,LUZILÂNDIA,2205805,4,0,1
PI,MADEIRO,2205854,3,1,0
PI,MANOEL EMÍDIO,2205904,4,0.75,0.25
PI,MARCOLÂNDIA,2205953,2,1,0
PI,MARCOS PARENTE,2206001,3,1,0
PI,MASSAPÊ DO PIAUÍ,2206050,2,0,1
PI,MATIAS OLÍMPIO,2206100,5,1,0
PI,MIGUEL ALVES,2206209,4,1,0
PI,MIGUEL LEÃO,2206308,2,0,1
PI,MILTON BRANDÃO,2206357,2,0,1
PI,MONSENHOR GIL,2206407,2,1,0
PI,MONSENHOR HIPÓLITO,2206506,4,0.5,0.5
PI,MONTE ALEGRE DO PIAUÍ,2206605,2,1,0
PI,MORRO CABEÇA NO TEMPO,2206654,4,0.5,0.5
PI,MORRO DO CHAPÉU DO PIAUÍ,2206670,2,1,0
PI,MURICI DOS PORTELAS,2206696,2,1,0
PI,NAZARÉ DO PIAUÍ,2206704,2,1,0
PI,NAZÁRIA,2206720,5,0.6,0.4
PI,NOSSA SENHORA DE NAZARÉ,2206753,2,1,0
PI,NOSSA SENHORA DOS REMÉDIOS,2206803,2,1,0
PI,NOVA SANTA RITA,2207959,2,0.5,0.5
PI,NOVO ORIENTE DO PIAUÍ,2206902,2,0.5,0.5
PI,NOVO SANTO ANTÔNIO,2206951,2,1,0
PI,OEIRAS,2207009,2,0.5,0.5
PI,OLHO D'ÁGUA DO PIAUÍ,2207108,2,1,0
PI,PADRE MARCOS,2207207,2,0.5,0.5
PI,PAES LANDIM,2207306,2,0.5,0.5
PI,PAJEÚ DO PIAUÍ,2207355,2,1,0
PI,PALMEIRA DO PIAUÍ,2207405,2,0,1
PI,PALMEIRAIS,2207504,2,0.5,0.5
PI,PAQUETÁ,2207553,2,1,0
PI,PARNAGUÁ,2207603,2,0.5,0.5
PI,PARNAÍBA,2207702,4,0.5,0.5
PI,PASSAGEM FRANCA DO PIAUÍ,2207751,3,0.3333333333333333,0.6666666666666667
PI,PATOS DO PIAUÍ,2207777,2,0.5,0.5
PI,PAU D'ARCO DO PIAUÍ,2207793,3,1,0
PI,PAULISTANA,2207801,3,0.3333333333333333,0.6666666666666667
PI,PAVUSSU,2207850,2,1,0
PI,PEDRO II,2207900,3,0.3333333333333333,0.6666666666666667
PI,PEDRO LAURENTINO,2207934,2,0.5,0.5
PI,PICOS,2208007,4,0.5,0.5
PI,PIMENTEIRAS,2208106,2,0.5,0.5
PI,PIO IX,2208205,2,0.5,0.5
PI,PIRACURUCA,2208304,3,0.3333333333333333,0.6666666666666667
PI,PIRIPIRI,2208403,5,0.8,0.19999999999999996
PI,PORTO,2208502,2,1,0
PI,PORTO ALEGRE DO PIAUÍ,2208551,2,0.5,0.5
PI,PRATA DO PIAUÍ,2208601,2,1,0
PI,QUEIMADA NOVA,2208650,2,0,1
PI,REDENÇÃO DO GURGUÉIA,2208700,3,1,0
PI,REGENERAÇÃO,2208809,3,1,0
PI,RIACHO FRIO,2208858,4,0.25,0.75
PI,RIBEIRA DO PIAUÍ,2208874,2,0.5,0.5
PI,RIBEIRO GONÇALVES,2208908,2,1,0
PI,RIO GRANDE DO PIAUÍ,2209005,2,1,0
PI,SANTA CRUZ DO PIAUÍ,2209104,2,1,0
PI,SANTA CRUZ DOS MILAGRES,2209153,4,1,0
PI,SANTA FILOMENA,2209203,4,0.75,0.25
PI,SANTA LUZ,2209302,3,0.6666666666666666,0.33333333333333337
PI,SANTA ROSA DO PIAUÍ,2209377,2,0.5,0.5
PI,SANTANA DO PIAUÍ,2209351,2,0,1
PI,SANTO ANTÔNIO DE LISBOA,2209401,2,0,1
PI,SANTO ANTÔNIO DOS MILAGRES,2209450,2,1,0
PI,SANTO INÁCIO DO PIAUÍ,2209500,1,1,0
PI,SÃO BRAZ DO PIAUÍ,2209559,3,1,0
PI,SÃO FÉLIX DO PIAUÍ,2209609,2,0,1
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,2209658,2,0,1
PI,SÃO FRANCISCO DO PIAUÍ,2209708,2,1,0
PI,SÃO GONÇALO DO GURGUÉIA,2209757,2,1,0
PI,SÃO GONÇALO DO PIAUÍ,2209807,2,0,1
PI,SÃO JOÃO DA CANABRAVA,2209856,2,0.5,0.5
PI,SÃO JOÃO DA FRONTEIRA,2209872,4,0.5,0.5
PI,SÃO JOÃO DA SERRA,2209906,2,1,0
PI,SÃO JOÃO DA VARJOTA,2209955,2,0.5,0.5
PI,SÃO JOÃO DO ARRAIAL,2209971,3,0.6666666666666666,0.33333333333333337
PI,SÃO JOÃO DO PIAUÍ,2210003,3,0.3333333333333333,0.6666666666666667
PI,SÃO JOSÉ DO DIVINO,2210052,2,0.5,0.5
PI,SÃO JOSÉ DO PEIXE,2210102,2,0.5,0.5
PI,SÃO JOSÉ DO PIAUÍ,2210201,3,0.3333333333333333,0.6666666666666667
PI,SÃO JULIÃO,2210300,3,0.6666666666666666,0.33333333333333337
PI,SÃO LOURENÇO DO PIAUÍ,2210359,2,0.5,0.5
PI,SÃO LUIS DO PIAUÍ,2210375,2,1,0
PI,SÃO MIGUEL DA BAIXA GRANDE,2210383,4,0.5,0.5
PI,SÃO MIGUEL DO FIDALGO,2210391,2,1,0
PI,SÃO MIGUEL DO TAPUIO,2210409,3,0.3333333333333333,0.6666666666666667
PI,SÃO PEDRO DO PIAUÍ,2210508,3,0.3333333333333333,0.6666666666666667
PI,SÃO RAIMUNDO NONATO,2210607,3,1,0
PI,SEBASTIÃO BARROS,2210623,2,1,0
PI,SEBASTIÃO LEAL,2210631,2,1,0
PI,SIGEFREDO PACHECO,2210656,3,1,0
PI,SIMÕES,2210706,1,0,1
PI,SIMPLÍCIO MENDES,2210805,2,0.5,0.5
PI,SOCORRO DO PIAUÍ,2210904,2,0.5,0.5
PI,SUSSUAPARA,2210938,3,1,0
PI,TAMBORIL DO PIAUÍ,2210953,2,0.5,0.5
PI,TANQUE DO PIAUÍ,2210979,2,1,0
PI,TERESINA,2211001,13,0.5384615384615384,0.46153846153846156
PI,UNIÃO,2211100,8,0.75,0.25
PI,URUÇUÍ,2211209,4,0,1
PI,VALENÇA DO PIAUÍ,2211308,3,0,1
PI,VÁRZEA BRANCA,2211357,3,1,0
PI,VÁRZEA GRANDE,2211407,2,1,0
PI,VERA MENDES,2211506,2,0,1
PI,VILA NOVA DO PIAUÍ,2211605,2,1,0
PI,WALL FERRAZ,2211704,2,0.5,0.5
PR,ABATIÁ,4100103,4,0,1
PR,ADRIANÓPOLIS,4100202,2,0.5,0.5
PR,AGUDOS DO SUL,4100301,3,0.3333333333333333,0.6666666666666667
PR,ALMIRANTE TAMANDARÉ,4100400,6,0.16666666666666666,0.8333333333333334
PR,ALTAMIRA DO PARANÁ,4100459,2,0,1
PR,ALTO PARAÍSO,4128625,2,0.5,0.5
PR,ALTO PARANÁ,4100608,4,0.25,0.75
PR,ALTO PIQUIRI,4100707,4,0.25,0.75
PR,ALTÔNIA,4100509,2,0,1
PR,ALVORADA DO SUL,4100806,2,0.5,0.5
PR,AMAPORÃ,4100905,2,0,1
